tweets,class,label
The most popular song on the radio perpetuates a patriarchal society yet is performed by the embodiment of an empowered woman,figurative,1
Good job doing story on someone being found dead in an then cut to Uber can pick you up at the airport.,figurative,1
"Mind the last sentence, frightening indeed",figurative,1
Is it weird that I write pop-punk songs from my perspective as a dad?,figurative,1
Want daily dose of and Good Content? Follow,figurative,1
getting punched in the face at an REM show in 1986 and called a faggot.,figurative,1
The positive of illegal fishing vessels being strategically sunk to create new dive sites and ecosystems *smug face* ☺️🐬🐠,figurative,1
A lot of bad mashups/Bootlegs of Waba out there but this one is the best one 👍🏻,figurative,1
This is news we did not know!,figurative,1
". TV froze for 5 mins, then comes back on to a commerical about service calls.",figurative,1
Bella's playing hockey is the main reason why the ducks should sign and they're great playmakers,figurative,1
Not working next Tuesday night so looked to see if Dunston are playing. They're away at West Auckland 😂😂,figurative,1
Diamond & embroidery units in Surat to remain closed bcoz owners r participating in rally for,figurative,1
Wow my life proof case does such a fantastic job protecting my phone,figurative,1
Ok Corbyn meets anti-semites and extremists and you call for balance by those reporting it.,figurative,1
There's nothing you can do to stop a black person from being violent,figurative,1
"Not that reading Judith Butler and trying to distinguish between New Historicism and Cultural Materialism weren't fun too, of course.",figurative,1
"And now Fox News has created hate for voters on the right. all these years, and it back fired in their face with Trump. lol",figurative,1
"No, no, no... Star Wars fans aren't protective of their franchise's iconical nature at all.",figurative,1
YOUTUBE: Stiles Stilinski ✖ Some Of Us Are Human [THC],figurative,1
"Ya ever sneeze, and nobody says Bless You, and you just wanna yell ""BLESS ME MOTHERFUK..."" Oh..",figurative,1
"yea, with the lolphysics the mako was a lot of fun",figurative,1
really nice day to promote this in twitter,figurative,1
a Robinson glass truck with broken glass,figurative,1
Drove by the Mesa temple today going to an appointment. That area has completely gone to crap. Not a safe area.,figurative,1
. was clearly upset over at and Facebook took notice!,figurative,1
you have to be careful with phone in pool my waterproof Sony z2 turned out not to be,figurative,1
The outrage when someone out Chelsea's Chelsea.,figurative,1
You're not allowed to be offended.. I was being sarcastic??? I also said no offence so who's the real victim here?,figurative,1
rue is also in hunger games,figurative,1
"Oh, school... I love you already.. 😷",figurative,1
When will the madness end?! …,figurative,1
Damn! Millions of emails missing?,figurative,1
I need to detect . I know plenty who think they are above levers.,figurative,1
The panic begins with the first one to say ‘Calm down!’,figurative,1
The S&P playing around the 1929 level just makes it more fun,figurative,1
A good day for the to test out the heaters on the bus.,figurative,1
Hey! So glad that Ultros went down so close to weekly reset for Esoterics cap. Keep up the great work!,figurative,1
what are the odds?,figurative,1
I guess it's OK for you to live out your dreams as a rapper while that producer hopes their dreams get fulfilled,figurative,1
Really appreciate that your customer service responded to the complaint email I sent a week ago.,figurative,1
"Naw,, if Banksy knew me.. He'd get why. I can't afford him, middle class gal. He'd get it.",figurative,1
The struggle of making your first tweet.,figurative,1
"On a brighter note, A ten year old just tried to check out 50 Shades of Grey.",figurative,1
I love reading about depressed people talking about their feelings,figurative,1
oh goody...can you sense my,figurative,1
lol if i disagree with you I am a fascist,figurative,1
Yass the sevcobot just RT'd a zombie for using sevco in a chat with me,figurative,1
"As a father, try to support girl gamers. Checked out streamer this AM, greeted by rude follower. Taunted with 'bye felisha'",figurative,1
"deports belligerent from presser, who is allowed to come back in when he agrees to follow the rules.",figurative,1
"If I don’t make it through this paper alive, at least I died doing what I love: writing about Salmonella MLST",figurative,1
Looking to connect with other people. Where do you find you out in the twitter sphere?!,figurative,1
"Just got the first OSX ""bluescreen"" I've ever had in 7 years, and it was due to a Microsoft Outlook glitch.",figurative,1
"made a negative judgement call about a professor just based on the syllabus, but now I think this will be my most interesting class",figurative,1
I LOVE that the WTC station has nothing to indicate when the next train is coming. Info like that is stupid!,figurative,1
"Everyone DESERVES an OPPORTUNITY Everyday, everyone PASSES up an OPPORTUNITY.",figurative,1
Is it planned that 's bans spray paint and has a Gift shop?,figurative,1
"'Good Job, Good Effort!' Dynamo!!!",figurative,1
Related: the writing is going really well.,figurative,1
Then he comes on and misses a point blank sitter,figurative,1
He who smiles in a crisis has found someone to blame,figurative,1
Good Job Guys!,figurative,1
Ok.. so lets you order online.. and writes you a stub when you get to the cinema.,figurative,1
Always a great sign,figurative,1
Big Surprise: Harvard Study Shows that is Actually Good for You,figurative,1
Its funny Draymond Green talkin bout Whitesides scorin...like he wasnt left UNCOVERED the entire,figurative,1
So 's users feel betrayed by the website?,figurative,1
Every smoke break is breaking Don @ Jack's Goal Line Stand,figurative,1
"- Get ""Four Year Strong"" - ""Ironic"" for on …",figurative,1
"Apparently, his mother was from Scotland!",figurative,1
So can run ads accusing of being a taliban but has to apologize for a tweet??,figurative,1
Why do these liberals support when she is the one who laundered the blue dress and wiped the server clean?,figurative,1
Drivers who cycle happy; cyclists who drive enraged.,figurative,1
Black Woman moaning about Blacks being housed in high crime areas in surrounded by other blacks in a black area,figurative,1
A very serious 'source'.Good that this 'source' has never spread reports and .:),figurative,1
Why does no one say YOLO any more? I guess they all died...,figurative,1
Thank you Velcro for keeping it all together,figurative,1
"oh wow you have highlights and commentary on the radio, that's just great for our national broadcaster & national team!",figurative,1
"thanks 😊 my pile is necessary, jeopardy, stationery, illuminate and I forget the others.Dyslexic memory!",figurative,1
". Nah, man. But we got as our Party's saviour. We be alright. .",figurative,1
Why? They have a bigger model available now?,figurative,1
The irony of not being able to be yourself with any man yet you go on,figurative,1
"fans mad they signed Vick over dog charges, turn blind eye to 2 Big Ben rape cases.",figurative,1
So and are the same day? That doesn't seem fair for the dogs,figurative,1
Another definition of Burners' is huge. via,figurative,1
How lucky you are. Lucky to have all these things in your head,figurative,1
Playing catchup the day you get back to work from a vacation brings back all the stress you just removed from going on vacation,figurative,1
I'm still forming my opinion on reporters having opinions. Lol.,figurative,1
If 4 out of 5 people SUFFER from diarrhea… does that mean that one enjoys it?,figurative,1
"American satire is so very, very brave.",figurative,1
hitting with more expensive phone while Chinese phone consume their market,figurative,1
put on weight (260) I wore tank tops to show off my arms - now back in top shape (212) where I belong athletically ask wife this ok?,figurative,1
Jeff Locke is such a great young talent so glad we have him,figurative,1
The Yes Men pose as members of the Iowa Regents' efficiency review committee,figurative,1
The of,figurative,1
"oh, that'll fix everything",figurative,1
I find the people of London have lots more integrity than the people of Liverpool,figurative,1
"In Nepalese culture, daughters r expected to take control over their husbands while sons r expected to take ctrl over their wives :P",figurative,1
That'll help Jeb a whole bunch.,figurative,1
During a lecture on zoonotic diseases a dog licked the top of my friend's water bottle,figurative,1
whoa. Hold on let me takes notes from this pro. XD,figurative,1
"Soon will be ""hoisted with his own petard"" & those in the media'll be 'pointing-the-finger' at media.",figurative,1
Reading an article on latest food crusade and this is the advert! (),figurative,1
It's the first of the month comes on the radio while I'm thinking about my bills.,figurative,1
I got offered a role in Dog Sees God as Van's Sister. My family has always called me Lucy Van Pelt. The irony is not lost on me.,figurative,1
$10m well spent. Can't organize a press release.,figurative,1
"Domestic violence isnt funny, but... recently took on a new meaning for me.",figurative,1
you gotta stop sending the DM pictures 😂,figurative,1
. ordered to remove to stories about removing links to stories,figurative,1
at its finest! :),figurative,1
Philon with the Pile-on...,figurative,1
We live in a society where pizza gets to your house before the police.,figurative,1
"Yeah, it's so tough taking the box out of the freezer, open it, take pops out, get a plate, use the microwave.. Uggghhh!",figurative,1
"I want to die peacefully in my sleep, like my grandfather.. Not screaming and yelling like the passengers in his car.",figurative,1
Woo this Pizza Hut has their shit together &lt;.&lt;;;,figurative,1
Superbad in the break room,figurative,1
"Gujjar community in Raj r going 2block highways, Railways & essential commodities movement to Delhi. Delhi CM to support their cause.",figurative,1
Clerk who refuses 2 perform marriages marries man to,figurative,1
Are the trying to get serious and promote feelings!?!?,figurative,1
I really want to thank for canceling 😒😒😒😒😒,figurative,1
"""honours for his award"",",figurative,1
Dinnae see much backchat fae Sturgeon on this one. This £500 million must be so South East centric.,figurative,1
When people brag about being humble,figurative,1
Wow this digital entertainment Twitter account is so well-versed in Social Media!,figurative,1
Get home from gym feeling like a badass and starving. Arms so weak I can't even beat an egg to make a fucking omelette,figurative,1
Taylor Swift presenting the award to Kanye West has to be the greatest moment of the evening.,figurative,1
"Lol, I like how everything happens to me all at once.",figurative,1
So have to start again… Greeeeeeaaaatttt ✊🏼 just being -_-,figurative,1
"The lovely Tamara Mellon has launched a pair of tights/Leggings/Boots called ""Sweet Revenge""",figurative,1
"Because ""Do The Right Thing"" is so intimately connected with",figurative,1
Taylor Swift won again? Who could have predicted that?,figurative,1
glamourliss00 with repostapp.,figurative,1
"He's in fire... Lol Not that ""cool"" 😉🔥🔥",figurative,1
I don't understand the snark. What would be a more appropriate location? Certainly not in my book.,figurative,1
Well done for I totally believe her about follow our dreams!,figurative,1
Why are secret police being paid to spy on elected representatives ? I thought this was a democracy,figurative,1
"44 % of Gold Fish eat Gold Fish Crackers,",figurative,1
And do I hope Hilary Clinton was using BT as her home server... Can't get a friggen signal EVER so 'home' security should be secure.,figurative,1
well it's happened so many semesters that it's starting to become a hobby!,figurative,1
I a from . He's as as I am.,figurative,1
when u can't pronounce,figurative,1
lol so was yours.,figurative,1
"Huh. They are usually such an even-keeled, understanding bunch....",figurative,1
"Oh, but it's ok because didn't know they were being manipulated.",figurative,1
Not saying this one is... …,figurative,1
YES AND STEFAN IS THE DADDY LOLOL,figurative,1
but it worked!!!,figurative,1
"Hehehe Wanna watch some animals destroy drones? - Aug. 14, 2015 [video]",figurative,1
"projectjenlifeinprogress's photo or, in this case, stone cold hilarity",figurative,1
"""... Now please, let me enjoy my four beers""",figurative,1
"Well, I am shocked. Madeline. Who would've thought. 😒",figurative,1
The Most Common Age MuFuccas Love Saying Is 12... So... Blah Blah Blah... Who Cares Right?... ■,figurative,1
MTV will replay this to get more ratings.,figurative,1
"Hospitality: making your guests feel like they’re at home, even if you wish they were",figurative,1
Yay Kayne makes more insightful comments.,figurative,1
Bay/Richmond and south blocked off during rush hour because the Trump Tower extension isn't stable. Trump. Unstable. Go figure.,figurative,1
Eating salted caramel truffles debating the drive to the gym in this crazy wind.,figurative,1
"On you can see ""No panic signings, says Van Gaal"" and then ""Man Utd set to sign Martial for £36m"" right beside it.",figurative,1
I have such an exciting life.,figurative,1
"Okay, is one of my new .",figurative,1
united need another striker? no way! no-one has ever thought that before,figurative,1
How I missed prep work. Who doesn't want to spend every Saturday morning taking a 3 hour test?,figurative,1
In show here in the Philippines it says gambling and drinking is bad but we still do both and we promote it to its fullest,figurative,1
if someone has only gone to BM through one of these concierge services ... they've never really been to BM,figurative,1
I should've used the,figurative,1
The Bucs look good.,figurative,1
"Love how new outprices everything for locals, and then whines cos no one can afford to piss anywhere",figurative,1
"After 24 hours of flying in economy class, my PFJ is not a happy camper...",figurative,1
The guy behind us has food but no utensils to eat it with.,figurative,1
£12 for 8 hours is only 20% of minimum wage! Not great! 2 drinks or a burger... Score!,figurative,1
she isn't a rapist. Just forced Josie to penetrate her (not rape by CDC),figurative,1
“: Before Evel Knievel was a stuntman he was an insurance salesman.,figurative,1
We spend our whole lives wanting to grow up only to find when we do we wish we'd stayed young.,figurative,1
How ironic Abbott's storm troopers have a union,figurative,1
"The Bazillion $$ BCHYDRO makes, and their servers cripple over a smaller storm. Oh but they tweeted so good for you bchydro.",figurative,1
The only screen currently available.,figurative,1
"Two weeks after allowing Shell to drill in the Arctic, is in AK talking about .",figurative,1
Both Queens. Love doll.,figurative,1
I only listen to Pandora for the ads.,figurative,1
When he text you tryna flirt but your just like,figurative,1
Programming a Year 10 chemistry unit - my favourite thing to do on Sunday afternoons while baby is sleeping,figurative,1
We need to build a wall around Wall Street.,figurative,1
Exactly where are the 'seven mountains'?,figurative,1
I was being,figurative,1
"Facebook is telling me to ""reconnect"" with my brother...hmmm, I see him everyday :D",figurative,1
There sure were a lot of people complaining in my positive psych class...,figurative,1
Hilarious. Is this why we are all so fit?,figurative,1
just played School's out by Alice Cooper.,figurative,1
"Although avoidable, u'll most likely end up in the same place as the atheists u engage on Twitter. Common trait: pride.",figurative,1
"...""sternness or severity of manner or attitude.""",figurative,1
Do we detect a hint of or are you truly tryna ?,figurative,1
"An idea came to the mind, and now she’s searching for the brain.",figurative,1
"Clancy's not humble. The man's name is attached to each game, even though he didn't work on them.",figurative,1
Deadline Maketh Work. Work Maketh Deadline.,figurative,1
I'll kick u. RT : man I wonder the same thing about why Indians in India kill only other Indians.,figurative,1
Watching saying politicians shouldn't hang around with human rights abusers while reading this,figurative,1
"yes, sometimes feminists don't respect a woman's ""no""",figurative,1
the great get together is so inclusive! I think precious even.,figurative,1
"This is the reason the country is shit. Not the ""bloody foreigners""",figurative,1
they chose to arm and support ISIS instead ...,figurative,1
The ... An Tom Brady,figurative,1
I love the cramps you get in your calves..especially you you can see your muscles twisting around,figurative,1
"So BB who never let him near herself in her life, gave her party and assets to the crook after death",figurative,1
Our race baiter in chief Obama would never do that,figurative,1
"In the past people got because they were unhappy. Nowadays, people divorce because they could be happier!",figurative,1
Operators can not evade their own obligations - says !,figurative,1
The radio just tends to know what I'm doing.,figurative,1
I am sure the kids are thrilled to be there,figurative,1
"Apparently, can be",figurative,1
watching Markets in Turmoil and getting a buy signal on the /ES at the same time,figurative,1
Aaannnnd Mashnouk runs away. Who didn't see that coming?,figurative,1
"How can one stand so firmly anti-gay in a city called Morehead, KY?",figurative,1
Sometimes u miss ppl u barely knew more than someone u knew 4 ages!!,figurative,1
nice job frank. Read this while waiting for my 87 to bump up a little higher so I can go run 8...,figurative,1
I'm the sort of person who doesn't learn from mistakes. However mistakes do learn from me,figurative,1
Thanks for the positive post! Sure will take heart from your encouragement and desire to see them succeed!,figurative,1
Oh the its day and and I are on the …,figurative,1
ANOVA DAY... YEY.....,figurative,1
Just wish I didn't have to wait 5 years to vote for Kanye!,figurative,1
Everything's funny when I'm NOT high,figurative,1
oooohhhh yeah! Just works great! Lmfao,figurative,1
Getting the train on,figurative,1
"Hey, better beware where you park or you'll get the ""Denver Boot""!!!",figurative,1
THANK YOU and for a season finale that runs longer than my season pass allocates.,figurative,1
1stly u Correct Ur Spell & Learn How To Spell & Illiteratures Lyk u Doesn't Knw Abt Our Constituency Name,figurative,1
Yay! Time to start homework @ 4:25! ☁️,figurative,1
My work email has stopped working at home. Oh no... what will I do... how will I possibly cope...,figurative,1
this can't be true the $EC is the best conference in the world at any level from top to bottom,figurative,1
Don't you hate it when your crash analytics tool crashes?,figurative,1
My stream of keeps crapping out during the ads.,figurative,1
Wait. What? When did this happen? Why wasn't I told?,figurative,1
"What is my first lesson tmr? Math! yeah, great........",figurative,1
Vegetarian video suggests Omnivorous can be over aggressive in defending diet. Hundreds leave angry comments.,figurative,1
Single author paper finds collaborators get more citations,figurative,1
"BBC news, plight of immigrants from Syria, and what they go thru. Warning, this article contains flashes.",figurative,1
More than likely Hope Indiana is a town that a majority of its residence didn't vote for Obama.,figurative,1
Everything on the Internet is pretend.,figurative,1
30mins behind schedule at conference,figurative,1
I’m not your type. I’m not inflatable.,figurative,1
"Man, forgot to mention ... With Lobstein promoted to , his start Friday will go to ... Josh Zeid.",figurative,1
Transgender-ness is the ultimate slap to the feminist movement's face. Guys thinking they are better at being a woman than women.,figurative,1
"after ""take on me"" by A-Ha everyone gave up lol",figurative,1
It was meant as nothing else.,figurative,1
Just love when I'm the one getting shit as a parent from my ex wife.,figurative,1
Top 10 Most ... - -,figurative,1
Love the laid back BC vibe! branch opens 8'ish',figurative,1
I didn't know Charlotte was Ric Flair's daughter?,figurative,1
I have to require students to introduce themself to their partners before engaging in discussion,figurative,1
So when was the last time you saw Shabir Shah in the news. All this fuss and fury has meant a resurrection from the political grave.,figurative,1
"Have a new alarm app that requires me to solve a basic arithmetic problem before I can turn it off, great way to wake up.",figurative,1
": ""What does it profit a man to gain the whole world and lose his soul"" 🙈",figurative,1
But we can make America great again!,figurative,1
". THAT I THINK YOUR TEAM IS 40 GAMES OVER .500 BASED PURELY ON LUCK!!! No, they just always find a way.",figurative,1
I literally just talked about my book... fake? …,figurative,1
I really should go and workout now but I'm too lazy,figurative,1
"Lol... Going by this kishiya after 17-18yrs, your kishiya might be among the little girls holding flowers for you at your wedding🙊",figurative,1
answering question from if is important for to know names of leaders,figurative,1
"How ironic tht i work at ups and the slogan is ""what can brown do for you"" 😂😂😂😂😂😂",figurative,1
Stuck at work w/ one table. I love being a server.,figurative,1
""": Cecil Rhodes ""donated"" the land, UCT (University of Cape Town) in South Africa is built on, a land which he stole.""",figurative,1
Interesting perspective.,figurative,1
DT 430: (Philly). TV station's goes viral.,figurative,1
"continues to ""rock the polls"".",figurative,1
"Absolutely! Her husband disputed the ruling of the court and insisted he""do his damn job!"".",figurative,1
Never ever been a penalty that for England that. If only we'd have got the clear one in the first half...,figurative,1
"doesn't know it yet, but she's done a lot for gay marriage. Her ""light"" shines on the topic in a way nobody else could!",figurative,1
Getting attention by whacking out all you've got 👍🏻,figurative,1
"Nah, he's still happily counting his money from all his big deals with major carriers.",figurative,1
Down 3-0 in the first inning. Glad to see we are changing things up.,figurative,1
Yeah how dare they have pride in their heritage in the Heritage parking lot!,figurative,1
"Wow, he is letting a woman walk him to the ring... Guess we should forgive him beating on women now.",figurative,1
apart from the fact the Greens think the ALP is too right wing to deal with ... & vice versa.,figurative,1
. how can you trot out the 'I'm allright jack' statement when you are involved in tax avoidance schemes,figurative,1
"To where, precisely? Straight back into a war zone? 70 years ago the British led the way today it's Germany.",figurative,1
Upset he had to work on Labor Day.,figurative,1
happy birthday l0s3r 💘💘,figurative,1
but then I might not tweet so much,figurative,1
READ EVERY RNS and show faith for 5 years. I guess I'm the one slow to react too!,figurative,1
blocks you from viewing their tweets&interacting with them when they want us to celebrate the good unions do for us,figurative,1
The debate that happens when you see a tweet you tweeted moments ago and you realize their is a grammatical error.,figurative,1
"Don't take it personally, bc you shouldn't",figurative,1
"Good conversation on ""black on black"" violence",figurative,1
Daily for lifetime.,figurative,1
"The early bird may get the worm, but the second mouse gets the cheese.",figurative,1
When my step dad tells me I can never bring home a black boyfriend 😂 . 😊😊😊,figurative,1
'generalisations are generally wrong',figurative,1
Working all day on Labor Day.....,figurative,1
And if they bother to arrest these rapists they should stone them to death as the great prophet has commanded.,figurative,1
"take a Persian joke and translate it into English, works every time",figurative,1
Christians shoot with Christian gun,figurative,1
David Wright on Kids Clubhouse teaching kids to hit to all fields when he himself doesn't really do it anymore...,figurative,1
What a fine ride meant for,figurative,1
our technology helpdesk just called me for help.,figurative,1
. TV goes out in the middle of the . 1st commercial when it comes back on?,figurative,1
4nem Sellin Coke N Still Poppin Niggas 😅,figurative,1
One sided sunburn from the game yesterday. Hurray!,figurative,1
What a better way to start the season than with a pick 6?!!,figurative,1
"""Using a hastag wont make it go away""",figurative,1
"Evening news is where they begin with ‘Good evening’, and then proceed to tell you why it isn’t.",figurative,1
Frankly if u r a feminist n hold the mandate for women rights...sniggering away on mention of Sunny Leone ain't helping ur cause,figurative,1
Working on labor day is just fantastic 😊,figurative,1
so she's not natural like she told us???,figurative,1
I don't drink. That's why I always have a 6 pack.,figurative,1
"Feeling taking my makeup off, I really love my today!",figurative,1
nice forecast for this week,figurative,1
These Will Make You Laugh And Behave at The Same Time,figurative,1
BREAKING: Prominent pro-life campaigner condemns use of graphic images to raise awareness!,figurative,1
.... At its worst 😷,figurative,1
I wonder who created and directed .. I also wonder who wrote it... It's a mystery.,figurative,1
Redneck neighbors make the BEST neighbors.,figurative,1
And you were watching a classic Hitchcock movie.,figurative,1
I wish the did everything EXCEPT tell time,figurative,1
Pryor practices literally 100 yards from Jim Tressels boyhood home. 1 football career ended another continues,figurative,1
Muzique had way better music tho,figurative,1
"Irony is...luxury brands going mainstream, and mainstream brands trying to be luxurious",figurative,1
boy....I sure am glad that we spent that first round pick on a wide receiver and not a talented defensive lineman.,figurative,1
w/ up in,figurative,1
"overdose :D love it ""You live only once"" YOLO (feat. Adam Levine & Kendrick Lamar) via",figurative,1
"Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore.",figurative,1
This is virtual reality - the only reality that is not real.,figurative,1
A person has to have a warm heart and a cold beer.,figurative,1
I go after some prize winning guys... lol,figurative,1
"""Even harder to spin""",figurative,1
Outstanding work by and specifically for having their ducks in a row on the day that 2.0 patch goes live.,figurative,1
@ Starbucks,figurative,1
I dunno though. Didn't he work for the DHSS. And we all know everyone on benefits has got more money than soft mick,figurative,1
I'm a SLAVE to these beats cause they set me FREE..,figurative,1
In 2008 I didn't vote 4 he had no rec In 2012 I didn't vote 4 him cause he did,figurative,1
"""If your investment horizon is long enough, you simply don't argue with idiocy, you bet against it."" Hmm. Relevant sa socialism ah",figurative,1
Yeah let's throw 2 years away over a mistake ☺️😒 what a fabulous idea,figurative,1
laughed at Tony Jewels' comments on open mike. Greeners nearly shot by a tiges supporter for wanting TJ to be sacked .,figurative,1
Best way to end the first day of classes......sitting in an hall meeting! Best thing ever!,figurative,1
"Were all those roadworks you've scheduled simultaneously making you late, Ian?",figurative,1
Apple re-invented the pencil. Awesome !,figurative,1
We are Mango-people striving for Apple iPhone in Banana Republic.,figurative,1
Microsoft team demoing an app that leverages the ApplePencil? Surface team might kill them when they get back to Redmond.,figurative,1
"So when osu loses to ewu, osu sucks, but UO defense gets blown up and suddenly ewu is best team in Washington and could be pac12 team",figurative,1
EVERY leftist everything is funded by Soros They like picking on Soros cuz furriner IMHO,figurative,1
"And we shall name him, Obesus.",figurative,1
Who is this Greg Holland guy??,figurative,1
The dogs bark but the caravan moves on. [Arabic saying],figurative,1
"Tulo can hit? That's odd, most people in your timeline lead me to believe he can't.",figurative,1
"yea, the guy running from him looks very threatening.",figurative,1
They must have documented all the cave-dwelling boogeymen that Ted Cruz and Hillary keep scaring us about.,figurative,1
"school all morning & afternoon, and work all evening & night; what a great Labor Day",figurative,1
NYPD officers tackle ret. tennis star James Blake after mistaking him for suspect &Frisk,figurative,1
So good to have your organization being such a unifying force in Tea Party politics.,figurative,1
"Great, A's announce . There goes the momentum the had for the finale tonight.",figurative,1
"I guess these maintenance workers took a 2nd day off. It's cool, my bedroom ceiling only collapsed 2days ago😑",figurative,1
when I learn my schoolmates brother passed on following a Code blue at 6am in my hospital today. RIP Govind.,figurative,1
"Content marketing is dead, stupid and doesn't even exist",figurative,1
Maybe that's it. Not enough emotive photo ops.,figurative,1
We're all having so much fun! 😒,figurative,1
- your best friends & your worst enemies!,figurative,1
Looking forward to having by take spins on radio. Cc,figurative,1
ha ha it makes me laugh. People look confused at chicken for brekkie whilst tucking into a sausage sarnie,figurative,1
"Sadly, the only thing that is constant in this world is changes.",figurative,1
Dhoni told me to stuff cotton in my ears: KL Rahul. And a day later Brad Haddin retires 4m,figurative,1
"Wish would show, do offers & close deals...",figurative,1
oh geez that's a nice shot. at !!,figurative,1
i love how ppl i haven't talk with in years nor did i keep nice relationships with are liking my posts,figurative,1
What about restaurants tho? 😂😂😂,figurative,1
"Today we received 3, well made brochures on how not to be wasteful.",figurative,1
Wow. I mean... you really got me. That cuts deep.,figurative,1
"Supervisor: ""U know that ignoring my emails doesnt change the fact that ive sent them, right?"" I think ive found my match",figurative,1
When I have to sleep early Im not sleepy. Daaaaaarn!,figurative,1
Just like money can't buy me love; money (US$4B) can't buy resettlement or happiness.,figurative,1
"If God is watching us, the least we can do is be entertaining.",figurative,1
"Of course, there are free donuts at work the day I pick up a chicken biscuit. This is like an Alanis Morissette song.",figurative,1
Sure glad made all those new rules to speed up the game. Now we have time to watch every challenged call 10x while we wait.,figurative,1
Downloaded a graphic from corrupted file. Oh wait it's from the government. Of course it's corrupted.,figurative,1
It's a hard life....,figurative,1
Barbie Shows the Cliché of Instagram Authenticity Love the digs!,figurative,1
...as she evades jail time herself.,figurative,1
Our new Sarcasm Alert Bell is sure to make a great gift. Not.,figurative,1
Female surgeons feel obliged to give sexual favours : So great to live in this land of equality!,figurative,1
Damage from a stone flicked up by a Windscreen Repair van! 😡 …,figurative,1
Glad is back,figurative,1
In everytime i see a romantic movie i think about you and then oupsss you already dating another girl,figurative,1
Stop the search & tell Alanis Morissette I've found it.,figurative,1
totally stole ur celebrity picks bit,figurative,1
"More rain right now from ""dissipated"" depression than previous Tropical storms 😳💦☔️ we needed rain",figurative,1
Delayed at Winnipeg airport. Yippee! There is so much to do here....,figurative,1
Nice hands Kirk Herbstreit!! That why you were a QB sir...,figurative,1
Bobby Jindal calling Donald Trump a carnival act.,figurative,1
the point I think is if the provos had not if murdered him the other 2 clampits would not have been at the funeral,figurative,1
"Mujtaba, finally an Afghan with more than one name!!",figurative,1
Whenever they ask me about my hobby..,figurative,1
Swear I'm the only one who actually hates car journeys ( ) xxx,figurative,1
"Banks are telling Bloomberg ‘We are trying actively, not passively, to get away from being your customers""",figurative,1
Well that's sensible and reasonable and definitely legal under international law,figurative,1
"It is my purpose to Love them In all sorts and fashions. A blanket of Love (""Don't smother them"") ""Ok. I won't""",figurative,1
A woman just pulled out her own creamer from her purse in the middle of,figurative,1
All men are cunts.,figurative,1
Heights of Irony A Punjabi is telling to not to eat Chicken or any sought of meat..,figurative,1
Strange that the audience was misinformed during a game.,figurative,1
The absolute best would be if the Patriots tunnel deflated during player introductions.,figurative,1
Good to see that Severino showed up in a big spot He now needs to not screw the bullpen,figurative,1
Non-Corbynite tweeps going on and on and on about Corbyn,figurative,1
"'s is supposed to include ""household products"". This doesn't seem at all.",figurative,1
my best friends are borderline alcoholics im allergic to alcohol,figurative,1
Missed binging on . For my big sister Julie. Miss you always! 💜💔.,figurative,1
MIT scores worst in cybersecurity via,figurative,1
There aren't enough DraftKings commercials on TV,figurative,1
Romney is more conservative than Trump..and he's still a moderate,figurative,1
Just heard a Marvin Gaye tune. I'm pretty sure he ripped it off from Robin Thicke,figurative,1
Nothing says good morning like going to the dentist!,figurative,1
"When you're binge watching ""Friends"" on Friday night because you have no friends.",figurative,1
CrimeWatch actor that featured in murder reconstruction has DNA checked by Police over cold case,figurative,1
"But Duty of every other religion is to maintain Secularism,else you will be Beheaded by Religion of Peace",figurative,1
Man who looks like this is making derogatory comments about my looks.,figurative,1
you forgot the again.,figurative,1
"Unheralded: adj - ""not previously recognized""",figurative,1
"Yet Saudi, Iran and Syria have no issues Russia, they collaborate.",figurative,1
Ooh. The shade on my timeline right now. Not obvious who it's directed too at all.,figurative,1
So Leah just sends her kids out so she can lay in bed w/a friend and chat?! Seems safe.,figurative,1
Complaining about social media via social media,figurative,1
"Well, life has a funny way of sneaking up on you, when you think everything's okay and everything's going right...",figurative,1
"Politicians and diapers have one thing in common. They should both be changed regularly, and for the same reason.",figurative,1
9 months at home and in Dublin and am perfectly fine. One week back in athlone and I get a cold.,figurative,1
Why dont Aljazeera speak for genocide by . double standard?,figurative,1
Video: Rehearsals are happening! ...,figurative,1
"When the Daily Mail, Sun, Cameron etc come out to discredit Corbyn. You then know he is the right person to lead.",figurative,1
the just came up on my Insta feed!,figurative,1
@ Stockwell,figurative,1
Yes it is reasonable but slightly and a tad,figurative,1
The rule designed to protect catchers from season ending injuries has taken a catcher with a season ending injury.,figurative,1
How 'celebrity' took over the Party,figurative,1
"I'd say that this week, Apple has re-invented the with the incredibly beautiful .",figurative,1
Has anyone ever heard of daily fantasy?,figurative,1
Did you know? The patent for the fire hydrant was lost in a fire in 1836?,figurative,1
The Steelers kicker is looking like a pro in his first game,figurative,1
"When I think , I think Ellie Goulding.",figurative,1
Maybe Royals are just playing for the wildcard game? Don't want to mess with last years formula that worked!,figurative,1
Pretty much sums it up. & 💪🏽. (Imma stop Insta-ing my soon...…,figurative,1
His name though......hahaha,figurative,1
"is when you want to quote a Fast Co article about anti-smoking campaign, Truth, for class, but the article is written by Beer.",figurative,1
When I am in my home country am I &lt;caveat&gt;-American. Every other place on the globe I'm just American. Is that or ?,figurative,1
